messages,label
If I die I want u to have all my stuffs.,Non-Spam
"\OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX\""""",Non-Spam
Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,Non-Spam
Prabha..i'm soryda..realy..frm heart i'm sory,Non-Spam
I re-met alex nichols from middle school and it turns out he's dealing!,Non-Spam
PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04,Spam
It means u could not keep ur words.,Non-Spam
"Nope, I'm still in the market",Non-Spam
I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day,Non-Spam
YOU ARE CHOSEN TO RECEIVE A å£350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,Spam
Hey what how about your project. Started aha da.,Non-Spam
Ok cool. See ya then.,Non-Spam
Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?,Non-Spam
Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,Non-Spam
Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch ,Spam
Yeah I can still give you a ride,Non-Spam
"Jay wants to work out first, how's 4 sound?",Non-Spam
"Gud gud..k, chikku tke care.. sleep well gud nyt",Non-Spam
Its a part of checking IQ,Non-Spam
Hmm thinking lor...,Non-Spam
Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*,Non-Spam
thanks for the temales it was wonderful. Thank. Have a great week.,Non-Spam
Thank you princess! I want to see your nice juicy booty...,Non-Spam
Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.,Non-Spam
Gud ni8 dear..slp well..take care..swt dreams..Muah..,Non-Spam
U come n search tat vid..not finishd..,Non-Spam
"K I'm leaving soon, be there a little after 9",Non-Spam
Urgent! Please call 09061213237 from a landline. å£5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+,Spam
"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!",Non-Spam
You do your studies alone without anyones help. If you cant no need to study.,Non-Spam
Please tell me not all of my car keys are in your purse,Non-Spam
I didnt get anything da,Non-Spam
Ok... Sweet dreams...,Non-Spam
Well she's in for a big surprise!,Non-Spam
"As usual..iam fine, happy &amp; doing well..:)",Non-Spam
1 in cbe. 2 in chennai.,Non-Spam
Can help u swoop by picking u up from wherever ur other birds r meeting if u want.,Non-Spam
If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; .,Non-Spam
I absolutely LOVE South Park! I only recently started watching the office.,Non-Spam
Did you see that film:),Non-Spam
Pls speak with me. I wont ask anything other then you friendship.,Non-Spam
"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person",Non-Spam
Gud ni8.swt drms.take care,Non-Spam
HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN,Non-Spam
Anything lar then Ì_ not going home 4 dinner?,Non-Spam
\ER,Non-Spam
"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy ",Spam
Did u fix the teeth?if not do it asap.ok take care.,Non-Spam
So u wan 2 come for our dinner tonight a not?,Non-Spam
"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!",Non-Spam
Its too late:)but its k.wish you the same.,Non-Spam
"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over.",Non-Spam
Oh yeah clearly it's my fault,Non-Spam
Dunno leh cant remember mayb lor. So wat time r we meeting tmr?,Non-Spam
"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ...",Non-Spam
URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm,Spam
"Helloooo... Wake up..! \Sweet\"" \""morning\"" \""welcomes\"" \""You\"" \""Enjoy\"" \""This Day\"" \""with full of joy\"".. \""GUD MRNG\"".""",Non-Spam
"Vikky, come around  &lt;TIME&gt; ..",Non-Spam
"And how you will do that, princess? :)",Non-Spam
I have gone into get info bt dont know what to do,Non-Spam
"Yeah, probably here for a while",Non-Spam
Sent me ur email id soon,Non-Spam
"URGENT! You have won a 1 week FREE membership in our å£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",Spam
I'm still pretty weak today .. Bad day ?,Non-Spam
Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...,Non-Spam
An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-),Non-Spam
Hey! Congrats 2u2. id luv 2 but ive had 2 go home!,Non-Spam
Dear where you. Call me,Non-Spam
Xy trying smth now. U eat already? We havent...,Non-Spam
Urgent! Please call 09061213237 from landline. å£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+,Spam
I donno its in your genes or something,Non-Spam
XMAS iscoming & ur awarded either å£500 CD gift vouchers & free entry 2 r å£100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription ,Spam
Alex says he's not ok with you not being ok with it,Non-Spam
Are u coming to the funeral home,Non-Spam
My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care,Non-Spam
I.ll hand her my phone to chat wit u,Non-Spam
Well good morning mr . Hows london treatin' ya treacle?,Non-Spam
I can't make it tonight,Non-Spam
At WHAT TIME should i come tomorrow,Non-Spam
About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.,Non-Spam
"I can. But it will tell quite long, cos i haven't finish my film yet...",Non-Spam
Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.,Non-Spam
"\Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?\""""",Non-Spam
Ill be at yours in about 3 mins but look out for me,Non-Spam
What you did in  leave.,Non-Spam
I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now,Non-Spam
"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x",Non-Spam
"yeah, that's what I was thinking",Non-Spam
K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1,Non-Spam
Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...,Non-Spam
My sister going to earn more than me da.,Non-Spam
Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX å£1.50,Spam
Hahaha..use your brain dear,Non-Spam
Jus finish watching tv... U?,Non-Spam
"K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else",Non-Spam
"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*",Non-Spam
Kothi print out marandratha.,Non-Spam
But we havent got da topic yet rite?,Non-Spam
Ok no problem... Yup i'm going to sch at 4 if i rem correctly...,Non-Spam
"Thanks, I'll keep that in mind",Non-Spam
Aah bless! How's your arm?,Non-Spam
"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards.",Non-Spam
"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)",Non-Spam
What makes you most happy?,Non-Spam
Wishing you a wonderful week.,Non-Spam
Sweet heart how are you?,Non-Spam
"Sir, waiting for your letter.",Non-Spam
Dude im no longer a pisces. Im an aquarius now.,Non-Spam
X course it 2yrs. Just so her messages on messenger lik you r sending me,Non-Spam
I think steyn surely get one wicket:),Non-Spam
"Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved, tho. Anyway. Have a fab hols",Non-Spam
"Garbage bags, eggs, jam, bread, hannaford wheat chex",Non-Spam
No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.,Non-Spam
Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.,Non-Spam
My birthday is on feb  &lt;#&gt;  da. .,Non-Spam
So when do you wanna gym?,Non-Spam
You'd like that wouldn't you? Jerk!,Non-Spam
Are u awake? Is there snow there?,Non-Spam
And of course you should make a stink!,Non-Spam
"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020",Spam
No go. No openings for that room 'til after thanksgiving without an upcharge.,Non-Spam
When you guys planning on coming over?,Non-Spam
Wat Ì_ doing now?,Non-Spam
"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",Non-Spam
No sir. That's why i had an 8-hr trip on the bus last week. Have another audition next wednesday but i think i might drive this time.,Non-Spam
Do I? I thought I put it back in the box,Non-Spam
I'm home...,Non-Spam
No one interested. May be some business plan.,Non-Spam
Yup it's at paragon... I havent decided whether 2 cut yet... Hee...,Non-Spam
Good morning princess! Have a great day!,Non-Spam
Guai... ÌÏ shd haf seen him when he's naughty... ÌÏ so free today? Can go jogging...,Non-Spam
Aiyo cos i sms Ì_ then Ì_ neva reply so i wait 4 Ì_ to reply lar. I tot Ì_ havent finish ur lab wat.,Non-Spam
"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)",Non-Spam
Tell me something. Thats okay.,Non-Spam
Ok,Non-Spam
Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow,Non-Spam
This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...,Non-Spam
"Hey, iouri gave me your number, I'm wylie, ryan's friend",Non-Spam
Yep get with the program. You're slacking.,Non-Spam
I'm in inside office..still filling forms.don know when they leave me.,Non-Spam
"I think your mentor is , but not 100 percent sure.",Non-Spam
Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate),Spam
Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,Spam
A å£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a å£400 reward. Just call 09066380611,Spam
Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates,Non-Spam
IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!,Spam
Hi mom we might be back later than  &lt;#&gt; ,Non-Spam
dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?,Spam
"Lol, oh you got a friend for the dog ?",Non-Spam
"Ok., is any problem to u frm him? Wats matter?",Non-Spam
"K I'll head out in a few mins, see you there",Non-Spam
Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,Non-Spam
I cant pick the phone right now. Pls send a message,Non-Spam
I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.,Non-Spam
